ProgrammingLanguageName   RepoDescription SourceDescription   PairID
C# https://github.com/limpskinz/RPPP  https://github.com/limpskinz/RPPP/blob/e63f1cabb8b99646b69c45dedb10be911e50f4fe/KoronavirusMvc/Controllers/OsobaController.cs mkovacevic-comment-227    summary \n Metoda koja služi za dohvaćanje Edit.cshtml stranice za ažuriranje osobe\n summary \n param name id Identifikacijski broj osobe koju želimo ažurirati param \n param name page param \n param name sort param \n param name ascending param \n returns returns
C# https://github.com/limpskinz/RPPP  https://github.com/limpskinz/RPPP/blob/e63f1cabb8b99646b69c45dedb10be911e50f4fe/KoronavirusMvc/Controllers/OsobaController.cs mkovacevic-comment-228    summary \n Metoda koja služi za brisanje osobe iz baze podataka\n summary \n param name id IIdentifikacijski broj osobe koju brišemo iz baze podataka param \n param name page param \n param name sort param \n param name ascending param \n returns returns \n
C# https://github.com/limpskinz/RPPP  https://github.com/limpskinz/RPPP/blob/e63f1cabb8b99646b69c45dedb10be911e50f4fe/KoronavirusMvc/Controllers/OsobaController.cs mkovacevic-comment-229    summary \n Metoda koja generira izvješće u pdf formatu. Stvara tablični prikaz svih osoba u bazi podataka\n summary \n returns returns
C# https://github.com/limpskinz/RPPP  https://github.com/limpskinz/RPPP/blob/e63f1cabb8b99646b69c45dedb10be911e50f4fe/KoronavirusMvc/Controllers/OsobaController.cs mkovacevic-comment-230    summary \n Metoda koja generira izvješće u Excelu. Stvara tablicu sa svim podacima u detaljima osobe.\n summary
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/Helperi/Datoteka.cs mkovacevic-comment-231    summary \n Metoda koja služi za provjeru ulaznih parametara\n summary \n param name args param
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/Helperi/Datoteka.cs mkovacevic-comment-232    summary \n Metoda koja služi za provjeru broja atributa\n summary \n param name inputObjekt param \n param name broj param \n returns Ako je broj redaka ispravan vraća true, inače false returns \n
C#  https://github.com/mmacinkov/Design-patterns   https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/Helperi/Datoteka.cs mkovacevic-comment-233    summary \n Metoda koja provjerava je li unešen integer\n summary \n param name podatak param \n returns Vraća testirani podatak returns
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/Helperi/Datoteka.cs mkovacevic-comment-234    summary \n etoda koja provjerava je li unešen double\n summary \n param name podatak param \n returns returns
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/Helperi/Datoteka.cs mkovacevic-comment-235    summary \n Metoda koja provjerava je li unešen string\n summary \n param name podatak param \n returns Vraća false ako podatak nije unešen, inače vraća true. returns
C# https://github.com/tinvujasinovic/Aplikacije  https://github.com/tinvujasinovic/Aplikacije/blob/f2ba098de5b858a19c647ec5e9733cd65d6116de/MilkyApp/Forme/DodajDobavlja%C4%8Da.cs mkovacevic-comment-236    summary \n Metoda koja dobavljaca kojeg smo odabrali za uređivanje sprema u bazu podataka s novim podacima.\n summary
C# https://github.com/tinvujasinovic/Aplikacije  https://github.com/tinvujasinovic/Aplikacije/blob/f2ba098de5b858a19c647ec5e9733cd65d6116de/MilkyApp/Forme/DodajDobavlja%C4%8Da.cs mkovacevic-comment-237    summary \n Funkcija koja se poziva kod Load a forme kako bi se utvrdilo u kojem je modu otvorena, za kreiranje novog ili za uređivanje postojećeg\n dobavljača\n summary
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/BinarySearch.cs mkovacevic-comment-238    summary \n Metoda za binarnu pretragu niza. Niz mora biti\n sortiran po rastucem redosledu.\n summary \n param name a Niz koji pretrazujemo param \n param name value Vrednost koju trazimo param \n param name pos Indeks prvog pronadjenog elementa param \n returns Da li je element pronadjen returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/BinarySearch.cs
 mkovacevic-comment-239    summary \n Metoda za trazenje indeksa i takvog da min i , a i value pod\n pretpostavkom da je niz uredjen po rastucem poretku.\n summary \n param name a Niz koji pretrazujemo param \n param name value Element ciju granicu trazimo param \n param name pos Indeks granice zadatog elementa param \n returns Da li sup postoji returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-240    summary \n Metoda vraca indeks prvog elementa u nizu toSearch koji je jednak toFind.\n Ako element ne postoji vraca se vrednost 1.\n summary \n typeparam name T typeparam \n param name n param \n param name toFind param \n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-241    summary \n Metoda vraca kumulativnu sumu niza kao novi niz.\n summary \n param name n param \n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-242    summary \n Metoda vraca razliku susednih elemenata niza kao novi niz.\n summary \n param name n param \n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-243    summary \n Metoda omogucava spajanje i uredjivanje 2 kolekcije uz pomoc odgovarajuceg poredjenja.\n summary \n typeparam name T typeparam \n param name a param \n param name b param \n param name distinct param \n param name comparer param \n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-244    summary \n Metoda vraca niz ekvidistantnih tacaka u granicama left,right duzine length.\n Desna granica moze biti manja ili veca od leve.\n summary \n param name left param \n param name right param \n param name length param \n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-245    summary \n Metoda generise niz slucajnih brojeva tipa int, float ili double.\n summary \n typeparam name T tip elementa u nizu typeparam \n param name numEl broj elemenata u nizu param \n param name left leva granicna vrednost param \n param name right desna granicna vrednost param \n param name seed ako je vrednost veca od 0 generisu se brojevi specificni za taj seed param \n returns returns
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Utils/HelperMethods.cs mkovacevic-comment-246    summary \n Tekstualni zapis matrice.\n summary \n typeparam name T typeparam \n param name matrix param \n param name columnDistance param \n param name rowDistance param \n param name decimalCount param \n returns returns
C# https://github.com/DzanisBrkan/Prodaja-Softvera-SchoolProject  https://github.com/DzanisBrkan/Prodaja-Softvera-SchoolProject/blob/main/Prodaja%20Softvera/Prodaja_Softvera_Final/Prodaja_Softvera_ver3/Prodaja_Softvera_ver3.Web/Areas/AdministratorModul/Controllers/AdminSoftverController.cs djordjeojdanic-comment-1    Kontroler Obrisi
C# https://github.com/mimi33/DiplomskiProjekt  https://github.com/mimi33/DiplomskiProjekt/blob/613f1421c222056a7f3c0e79307b30273d5017c8/src/DiplomskiProjekt/Classes/Cvor.cs bselic-comment-1    Za kreiranje novog funkcijskog čvora bez roditelja.\n Služi za početno generiranje čvorova koji će se kasnije kopirati.
C# https://github.com/mimi33/DiplomskiProjekt  https://github.com/mimi33/DiplomskiProjekt/blob/613f1421c222056a7f3c0e79307b30273d5017c8/src/DiplomskiProjekt/Classes/Cvor.cs bselic-comment-2    Dodaje kopiju cvora u svoju listu cvorova, ako stane.\n Ako ne stane, vraća null.
C# https://github.com/mimi33/DiplomskiProjekt  https://github.com/mimi33/DiplomskiProjekt/blob/613f1421c222056a7f3c0e79307b30273d5017c8/src/DiplomskiProjekt/Classes/Cvor.cs bselic-comment-3    Kopiranje trenutrnog cvora, ne kopira djecu\n
C# https://github.com/DzanisBrkan/Rent_A_Car_Project  https://github.com/DzanisBrkan/Rent_A_Car_Project/blob/d64b7ad97d8ad63c7bc4b0fd304eb8537f7ab3fe/Rent_A_Car.WebAPI/Controllers/GreskaController.cs djordjeojdanic-comment-2    zamisljeno je da se samo podaci upisuju u tabelu greska insert
C# https://github.com/mimi33/DiplomskiProjekt  https://github.com/mimi33/DiplomskiProjekt/blob/613f1421c222056a7f3c0e79307b30273d5017c8/src/DiplomskiProjekt/Classes/Cvor.cs bselic-comme    Za kreiranje novog završnog čvora u kojem će biti konstanta.\n Služi za početno generiranje čvorova koji će se kasnije kopirati. Tek nakon kopiranja će konstanta poprimiti vrijednost. param name dodijelitiVrijednost Zastavica kojom se određuje da li će čvor odmah dobiti vrijednost konstante. param
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comme    Ubacivanje slike 1
C# https://github.com/AdvanDizdarevic/eProdaja  https://github.com/AdvanDizdarevic/eProdaja/blob/18ef1e38bae7a80b8800dac73352fccbb08fd061/eProdaja_API/Controllers/PreporukaController.cs djordjeojdanic-comment-3    Proizvodi SelectById
C# https://github.com/AdvanDizdarevic/eProdaja  https://github.com/AdvanDizdarevic/eProdaja/blob/18ef1e38bae7a80b8800dac73352fccbb08fd061/eProdaja_API/Util/RecomendSystem.cs djordjeojdanic-comment-4    Sličnost proizvoda Cosine similarity
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-6    Crtanje slike 10
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-7    Sklanjanje misa sa slike
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-8    Panel sa imenom programa i informacijama o slici
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-9    Ispisivanje teksta u dugme Gradual drawing
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-10    Ispisivanje teksta u dugme slike
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-11    Otvaranje foldera sa slikama
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-12    Dogadjaj klikom na sliku
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-13    Opis foldera slike
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-14    Opis screenshot
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-15    Screenshot aplikacije
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-16    Promjena velicine panela
C# https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika  https://github.com/DragisaGiska/Biblioteka-apstraktnih-geometriskih-oblika/blob/5eab19f70ded2ec390307ac63ce50fc30ab5beff/Biblioteka_geometrijskih_oblika/Form1.cs bselic-comment-17    Crtanje slika na panelu
C# https://github.com/filipdzebo/matrix  https://github.com/filipdzebo/matrix/blob/197b89b1987aaac251cc37eb69a4a787bcb84df5/MatrixPRS/PRS/SerijskiInvertor.cs djordjeojdanic-comment-5    metoda za računanje determinante matrice formirana rekurzivno
C# https://github.com/filipdzebo/matrix  https://github.com/filipdzebo/matrix/blob/197b89b1987aaac251cc37eb69a4a787bcb84df5/MatrixPRS/PRS/SerijskiInvertor.cs djordjeojdanic-comment-6    metoda za kreiranje submatrice za odgovarajući element
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v6%20-%20reseno/NaiveBayes/NaiveBayes/NaiveBayes/NaiveBayes.cs bselic-comment-18    Formiranje globalnog recnika, recnika iz pozitivnih i negativnih recenzija \n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v6%20-%20reseno/NaiveBayes/NaiveBayes/NaiveBayes/NaiveBayes.cs bselic-comment-19    Racunanje verovatnoca za prosledjeni tekst\n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v7%20-%20Graf%20izracunavanja%20-VNM/ComputationalGraph/ComputationalGraph/NeuralLayer.cs bselic-comment-20    Propagacija backward signala kroz sve neurone u sloju\n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v7%20-%20Graf%20izracunavanja%20-VNM/ComputationalGraph/ComputationalGraph/SigmoidNode.cs bselic-comment-21    Na dobijeno x pozvati sigmoid funkciju\n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v1/resena/v1-%20Pretrage/PretrageOsnovno/Graph.cs bselic-comment-22    TODO 1 implementirati metodu formiranja grafa
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v1/resena/v1-%20Pretrage/PretrageOsnovno/State.cs bselic-comment-23    konstruise moguce sledece stanje na osnovu cvora u grafu
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v1/resena/v1-%20Pretrage/PretrageOsnovno/IterativeDepthFirstSearch.cs bselic-comment-24    TODO 6 implementirati algoritam iterativni prvi u dubinu
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v1/resena/v1-%20Pretrage/PretrageOsnovno/AStarSearch.cs bselic-comment-25    TODO 7 implementirati algoritam za pretragu A
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v2%20-%20reseno/v2%20-%20Pretrage%20(Lavirint)/PretrageNapredno/Lavirint/AStarSearch.cs bselic-comment-26    funkcija odredjuje rastojanje
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v6%20-%20reseno/NaiveBayes/NaiveBayes/NaiveBayes/TextUtil.cs bselic-comment-27    Ucitava skup podataka i popunjava model podataka. \n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v6%20-%20reseno/NaiveBayes/NaiveBayes/NaiveBayes/TextUtil.cs bselic-comment-28    Metoda za uklanjanje znakova interpunkcije iz teksta.\n Npr. Milan,Darko i Ivan polazu kolokvijum ce biti transformisan u\n Milan Darko i Ivan polazu kolokvijum \n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v6%20-%20reseno/NaiveBayes/NaiveBayes/NaiveBayes/TextUtil.cs bselic-comment-29    Tokenizacija teksta na reci. Pre razdvajanja teksta na reci tokene ,\n potrebno je ukloniti sve znake interpunkcije i pretvoriti \n sva slova u mala. \n
C# https://github.com/ftn-ai-lab/ori-2018-e2  https://github.com/ftn-ai-lab/ori-2018-e2/blob/2960f872389ea234939db419a6548ea0f9f54b13/vezbe/v6%20-%20reseno/NaiveBayes/NaiveBayes/NaiveBayes/TextUtil.cs bselic-comment-30    Metoda za brojanje reci u teksu. Formira se recnik ciji je kljuc\n sama rec, a vrednost broj pojavljivanja te reci.\n Npr za niz reci rec1 , rec2 , rec1 bice formiran recnik\n rec1 2,\n rec2 1 \n \n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/MultiplyNode.cs bselic-comment-31    Mnozenje ulaza sa tezinom\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/MultiplyNode.cs bselic-comment-32    z x y \n dz dx y dx dz y\n dz dy x dy dz x\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/SumNode.cs bselic-comment-33    Suma svih elemenata\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/SumNode.cs bselic-comment-34    Izvod funkcije po svakom elementu\n z x y \n dz dx 1 dx dz\n dz dy 1 dy dz\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/NeuronNode.cs bselic-comment-35    https en.wikipedia.org wiki Artificial neuron\n ulaz1 tezina1\n ulaz1 tezina2\n bias 1 tezina \n sve se sabere\n provuce se kroz aktivacionu funkciju\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/NeuronNode.cs bselic-comment-36    Pomnoziti sve ulaze sa tezinama.\n Sabrati sve rezultate mnozaca. Kao povratnu vrednost\n vratiti vrednost aktivacione funkije za vrednost suma \n svih mnozaca\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/NeuronNode.cs bselic-comment-37    Greska se propagira u nazad kroz aktivacionu funkciju,\n preko sabiraca, do svakog pojedinacnog mnozaca\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/SigmoidNode.cs bselic-comment-38    Na dobijeno x pozvati sigmoid funkciju\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/SigmoidNode.cs bselic-comment-39    Sigmoid funkcija 1 1 e x\n
C# https://github.com/ftn-ai-lab/ori-2016-e2  https://github.com/ftn-ai-lab/ori-2016-e2/blob/master/Vezba8/ComputationalGraph/ComputationalGraph/NeuralLayer.cs bselic-comment-40    Koriguj tezine svih neurona\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/DistributionTests/KolmogorovSmirnovTest.cs djordjeojdanic-comment-7    Implementacija Kolmogorov Smirnov testa za proveru raspodele eksperimentalnog uzorka.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/DistributionTests/KolmogorovSmirnovTest.cs djordjeojdanic-comment-8    Provera kriticnih vednosti empirijske raspodele u odnosu na H0 hipotezu.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/DiscreteDist.cs djordjeojdanic-comment-9    Implementacija genericke diskretne raspodele, za zadati konacan\n skup elemenata i njihovih verovatnoca.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/DiscreteDist.cs djordjeojdanic-comment-10    Slucajna vrednost po diskretnoj raspodeli.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/Distribution.cs djordjeojdanic-comment-11    Abstraktna klasa koje je osnova za konkretne\n klase diskretnih i kontinualnih raspodela.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/ExpDist.cs djordjeojdanic-comment-12    Implementacija Eksponencijalne raspodele, E a .\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/ExpDist.cs djordjeojdanic-comment-13    Slucajna vrednost po Eksponencijalnoj raspodeli.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/NormalDist.cs djordjeojdanic-comment-14    Implementacija Gausove Normalne raspodele, N m,ksi .\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/NormalDist.cs djordjeojdanic-comment-15    Slucajna vrednost po Normalnoj raspodeli. Osnovni algoritam\n preko transformacije sa 2 uniformne slucajne promenljive.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/NormalDist.cs djordjeojdanic-comment-16    Slucajna vrednost po Normalnoj raspodeli. Optimizovan algoritam.\n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-41    Forma koja predstavlja admin panel za admina aplikacije
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/PoissDist.cs djordjeojdanic-comment-17    Implementacija Poasonove raspodele, P lambda .\n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-42    Konstruktor forme
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/PoissDist.cs djordjeojdanic-comment-18    Slucajna vrednost po Poasonovoj raspodeli.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/SetDistribution.cs djordjeojdanic-comment-19    Klasa za podrsku unapred zadatom skupu slucajnih vrednosti.\n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-43    Metoda koja dohvaća korisnike i prikazuje ih u tablicki korisnika te admin može mijenjati status računa pojedinog korisnika
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/SetDistribution.cs djordjeojdanic-comment-20    Sledeca zadata vrednost.\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/UnifDist.cs djordjeojdanic-comment-21    Implementacija Uniformne raspodele, U a,b .\n
C# https://github.com/jasaleja/SDD_projekat  https://github.com/jasaleja/SDD_projekat/blob/5dbfa6e73fd177e1e59790d950cf8761a5fc0fae/SDDLibrary/Distributions/UnifDist.cs djordjeojdanic-comment-22    Slucajna vrednost po Uniformnoj raspodeli.\n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-44    Metoda koja prihvaća username i status korisnika kojem se želi promijeniti status u otključani ili zaključani račun.\n Šalje odgovarajuće podatke prema serveru te će se na serveru izvršiti sama promjena statusa.\n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaAdminPanel.cs bselic-comment-45    Metoda koja formira početno stanje tablice korisnika, tj stupce koji će biti prikazani u tablici
